|Unnamed: 0|Unnamed: 0.1|id|type|date|abstract|title|kind|num_claims|withdrawn|aia
8133|79387|5186456|8701554|utility|2014-04-22|The present disclosure provides a system, apparatus, and method for a modular food tray system having a plurality of food trays that can be used for heating, cooling, or a combination thereof. The system can include a first food tray for heating and a second food tray for cooling, generally mounted at a different elevation from the first food tray. Alternatively, one or both of the food trays can be designed for cooling through temperature elements coupled thereto and the tray can be heated by overhead radiant heating elements for dual temperature capabilities. The first food tray can be mounted above the second food tray. The first food tray can include a thermal shield between a heating element in the first food tray and the second food tray. In other embodiments, the second food tray can be mounted above the first food tray with a thermal shield therebetween.|Temperature controlled food tray system|B2|19|0.0|1
802|3211692|3649318|7157456|utility|2007-01-02|The invention relates to the field of blood coagulation. Novel oxazolidinone derivatives of the general formula (I)processes for their preparation and their use as medicinally active compounds for the prophylaxis and/or treatment of disorders are described.|Substituted oxazolidinones and their use in the field of blood coagulation|B2|30|0.0|1
3395|3623449|4061075|7571217|utility|2009-08-04|A web browser (20) at a client (12) generates a request (26) for content from an origin server (18). A cache server (16) intercepts the request and examines the request to determine whether the request should be transformed. More specifically, the cache server compares transform criteria (40) to a uniform resource identifier portion (28) and a header portion (30) associated with the request. By transforming the request such that information in the header portion is included in the uniform resource identifier portion, the cache server can cache the content associated with the request using the uniform resource identifier portion of the request.|Method and system for uniform resource locator transformation|B1|20|0.0|1
10780|4128|4128|10004173|utility|2018-06-26|A seed delivery system for use in a seeding or planting machine that removes the seed from a seed meter by capturing the seed therefrom. The delivery system then moves the seed down to a lower discharge point and accelerates the seed horizontally rearward to a speed approximately equal to the forward travel speed of the seeding machine such that the seed, when discharged has a low or zero horizontal velocity relative to the ground. Rolling of the seed in the trench is thus reduced. Furthermore, as the seed only has a short drop from the outlet to the bottom of the seed trench, the seed has little vertical speed to induce bounce. The delivery system uses a brush belt to capture, move and accelerate the seed. By capturing the seed and moving it from the meter to the discharge, the seed is held in place relative to other seeds and the planter row unit. As a result, the seeds are isolated from row unit dynamics thereby maintaining seed spacing.|Seeding machine with seed delivery system|B2|20||1
6443|84969|522595|4015310|utility|1977-04-05| This invention relates to drapery rods having pendants or hangers for supporting drapes or curtains and more particularly to pendants which incorporate means for facilitating the attachment of drapery hooks thereto and for preventing the accidental disengagement of hooks once they are attached. |Pendant for drapery traverse rod|A|8|0.0|0
3977|3212818|3650444|7158587|utility|2007-01-02|A multi-channel serializing/deserializing (“serdes”) receiver, a method of operating the receiver and an integrated circuit configured as a serdes receiver. In one embodiment, the receiver includes: (1) a PLL-based central frequency synthesizer and (2) a plurality of channel-specific receivers coupled to the central frequency synthesizer, each of the plurality including a clock recovery system having a phase detector and a phase interpolator, the clock recovery system coupling the phase detector and the central frequency synthesizer.|Multi-channel serdes receiver for chip-to-chip and backplane interconnects and method of operation thereof|B2|33|0.0|0
2228|4152683|4590309|8102538|utility|2012-01-24|Provided is a device for determining the surface topology and associated color of a structure, such as a teeth segment, including a scanner for providing depth data for points along a two-dimensional array substantially orthogonal to the depth direction, and an image acquisition means for providing color data for each of the points of the array, while the spatial disposition of the device with respect to the structure is maintained substantially unchanged. A processor combines the color data and depth data for each point in the array, thereby providing a three-dimensional color virtual model of the surface of the structure. A corresponding method for determining the surface topology and associated color of a structure is also provided.|Method and apparatus for colour imaging a three-dimensional structure|B2|22|0.0|1
7276|531989|969615|4462920|utility|1984-07-31| Substantially oil-free aqueous industrial fluids possess superior lubricating and wear preventing characteristics and are useful as hydraulic fluids and metalworking compositions. Fluids of the invention comprise (1) an aqueous liquid and (2) a water-soluble synthetic addition polymer of (a) an ethylenically unsaturated crosslinking monomer, (b) an ethylenically unsaturated water-soluble monomer, (c) an ethylenically unsaturated water-insoluble monomer and (d) an ethylenically unsaturated polyalkyleneoxy-containing monomer. The industrial fluids exhibit good Newtonian behavior and mechanical stability at high shear. |Water-based hydraulic fluids|A|15|0.0|0
5597|2102165|2539791|6044126|utility|2000-03-28| Process for determining the configuration or configurations [treatment time (TT.sub.i)/diameter (.phi..sub.i,f) of each collimator] of a helmet for stereotactic radiosurgery, to which can be fitted an plurality of collimators focused on an irradiation isocenter, consisting in automatically optimizing, through iterative dose calculation, the dose (D.sub.p) received at predetermined optimization points (M.sub.p), by modifying, in the course of the successive iterations, the treatment time (TT.sub.i) of at least one shot (i) and the diameter (.phi..sub.i,f) of at least one collimator (C.sub.f) of at least one shot (i), and by calculating, at each iteration, an objective function (OF) having as variables the differences between the calculated dose (D.sub.p) and the expected dose (ED.sub.p) for each point of optimization (M.sub.p), iterative calculation of the doses being carried out automatically until the objective function (OF) satisfies a predetermined optimization criterion. |Process for automatically determining the configuration of a stereotactic radiosurgery helmet to which can be fitted a plurality of collimators focused on an irradiation isocenter|A|10|0.0|0
4725|3308134|3745760|7254359|utility|2007-08-07|A transfer apparatus and an image forming apparatus are disclosed, in which a plurality of photosensitive drums corresponding to the respective colors are arranged along the outer peripheral surface of a transfer belt and a plurality of intermediate transfer rollers for applying a transfer field to the photosensitive drums are arranged offset downstream side from each of the photosensitive drums, respectively. In addition to that, the process, the intermediate transfer rollers are arranged in such positions that each of the nip width are increased progressively downstream side, respectively and each of the nip pressure are decreased progressively downstream side, respectively.|Transfer apparatus and image forming apparatus|B2|20|0.0|0
3707|4481653|4919279|8432956|utility|2013-04-30|Upon detection of a trigger, such as the exceeding of an error threshold or the direction of a user, a diagnostic link system enters a diagnostic information transmission mode. This diagnostic information transmission mode allows for two modems to exchange diagnostic and/or test information that may not otherwise be exchangeable during normal communication. The diagnostic information transmission mode is initiated by transmitting an initiate diagnostic link mode message to a receiving modem accompanied by a cyclic redundancy check (CRC). The receiving modem determines, based on the CRC, if a robust communications channel is present. If a robust communications channel is present, the two modems can initiate exchange of the diagnostic and/or test information. Otherwise, the transmission power of the transmitting modem is increased and the initiate diagnostic link mode message re-transmitted to the receiving modem until the CRC is determined to be correct.|Multicarrier modulation messaging for power level per subchannel information|B2|10|0.0|1
4543|3599310|4036936|7546966|utility|2009-06-16|A feed cutter is mounted in a discharge area of a bale processor and includes a rotating member with a series of mounted blades. The feed cutter may be used to substantially reduce the length of crop material separated from a bale being processed that is to be used to feed livestock. Optionally, the feed cutter may be mounted to facilitate discharge of material from the processor with or without further processing by the feed cutter.|Bale processor with feed cutter|B2|13|0.0|0
7287|1867180|2304806|5806997|utility|1998-09-15| A dot matrix printing apparatus which designates an area of a memory as a print buffer and which outputs print data from the print buffer to a printer head having print elements for printing the print data. The dot matrix printing apparatus includes a memory, an area of which is designatable as a print buffer, and a processor which (1) executes an application program to generate the print data, (2) determines size data for the print data, the size data comprising a number of columns of print data and an amount of print data per each column, the amount of print data per each column being derived from a number of operable print elements on the printer head, (3) designates an area of the memory as a print buffer based on the size data, the print buffer being defined by address data, and (4) stores the print data in the print buffer. Also included in the dot matrix printing apparatus is a controller which receives the size data and the address data from the processor, and which uses the size data and the address data to output columns of print data, one column at a time, from the print buffer to the operable print elements on the printer head. |Dot matrix printer|A|9|0.0|0
9962|749996|5857065|9376346|utility|2016-06-28|The invention relates to the use of a material having a spinel ferrite/iron monoxide structure as a sensitive material in the form of a thin film for the bolometric detection of infrared radiation, the chemical composition of said structure, excluding doping agents that may be present, having empirical formula (I): (Fe1−zMz)xO, where x is strictly less than 1 and strictly greater than 0.75. The invention also relates to a bolometric device for infrared radiation detection and infrared imaging, comprising at least one sensor provided with a sensitive element in the form of a thin film as defined above.|Use of a combination of iron monoxide and spinel oxides as a sensitive material for detecting infrared radiation|B2|24|0.0|0
2860|2051583|2489209|5993451|utility|1999-11-30| An arthroscopic method and apparatus for implanting a suture anchor into tissue using a cannulated drill guide having an indented tip. Ligament tissue at a shoulder repair site is penetrated with a cannulated drill guide and removable trochar obturator. The obturator is removed, and the indented tip is positioned to straddle the glenoid rim at the repair site. Suture material is appended to a suture anchor. The pre-threaded suture anchor is attached to a device driver and installed through the cannulated drill guide into the repair site, where it is drilled into bone. |Cannulated suture anchor drill guide|A|11|0.0|1
2369|2479896|2917522|6423063|utility|2002-07-23|To change a spatial relationship between two or more bones in a patient's body, a wedge member is moved into a joint between the bones. As the wedge member enters the joint, pivotal movement occurs between the bones to change the orientation of the bones relative to each other. The wedge member may have a circular cross sectional configuration and be moved into the joint by rotating the wedge member about an axis which extends between a thin leading edge portion and a thick trailing edge portion of the wedge member. Alternatively, the wedge member may have a cam-shaped configuration and be rotated through less than a revolution to apply force against the bones. The wedge member may have a porous construction which enables bone to grow through the wedge member and immobilize the joint. The wedge member may be coated with and/or contain bone growth promoting material. The wedge member may be connected to only one of the bones or may be connected to two adjacent bones. If the wedge member is connected to only one bone, the joint may be capable of being flexed after the wedge member is inserted into the joint.|Changing relationship between bones|B1|35|0.0|1
8145|802266|5909335|9428953|utility|2016-08-30|A spacer frame assembly and method of assembly includes a substantially linear channel having first and second ends. The substantially linear channel that when assembled includes at least four sides and corresponding corners between each of the sides. The spacer frame assembly also has a connecting structure located at one of the first and second ends and an opposite frame end located at the other of the one of first and second ends. The opposite frame end has an inner channel for receiving a nose portion of the connecting structure. The spacer frame assembly also includes a stop extending from the connecting structure for locating the opposite frame end when in the assembled position.|Spacer frame and method of making same|B2|22|0.0|1
3371|4383473|4821099|8334270|utility|2012-12-18|Disclosed herein are phosphoramidate prodrugs of nucleoside derivatives for the treatment of viral infections in mammals, which is a compound, its stereoisomer, salt (acid or basic addition salt), hydrate, solvate, or crystalline form thereof, represented by the following structure:Also disclosed are methods of treatment, uses, and processes for preparing each of which utilize the compound represented by formula I.|Nucleoside phosphoramidate prodrugs|B2|25|0.0|1
7076|2348148|2785774|6290799|utility|2001-09-18| Method and apparatus for the manufacture of fiber reinforced structures wherein tooling and a delivery head are employed for the placement of discrete, elongated fiber elements in mutually superimposed relationship to define reinforcement or stiffening members on fiber elements for the interiors or exteriors of composite shells and the consolidation of the fibers to form the cured composite structure. A consolidation medium is provided for the positioning and control of the fiber elements on the hard tooling and during the curing of the fiber elements. |Method for producing fiber reinforced structures|A|21|0.0|0
3470|2115240|2552866|6057221|utility|2000-05-02| An electrical interconnect includes a substrate having an insulating surface upon which is placed an electrically-conductive cut-link pad and a pair of electrically-conductive lines. The lines are bonded to the cut-link pad and are substantially more resistant to heat flow per unit length than is the cut-link pad. In a preferred embodiment, the thermal resistance per unit length of the cut-link pad is lowered by designing the pad such that its width is greater than the width of either of the lines. A method for cutting a circuit includes directing a laser upon the cut-link pad of an interconnect, as described above. The laser is maintained upon the pad until the cut-link pad is ablated, severing the circuit. |Laser-induced cutting of metal interconnect|A|21|0.0|1
10093|492159|5599228|9116897|utility|2015-08-25|Techniques for power analysis for data centers are disclosed. In one particular exemplary embodiment, the techniques may be realized as a method for power analysis for a plurality of computing platform components comprising receiving information associated with a component, retrieving, using a computer processor, electronically stored data associated with the component, estimating power usage of the component based at least in part on the stored data, and outputting an indicator of power usage.|Techniques for power analysis|B2|25|0.0|0
10411|117553|5224622|8739901|utility|2014-06-03|A percussion adapter that is driven to generate a percussive axial motion on a wellbore structure. One percussion adapter includes a drive connection to mechanically convert rotational drive to axially directed percussive motion. Another percussion adapter employs a valve that creates back pressure causing axially directed percussive motion. A wellbore tubular connection transitions torque to resist back off when left hand or right hand torque is applied.|Wellbore percussion adapter and tubular connection|B2|12|0.0|0
4280|3274741|3712367|7220792|utility|2007-05-22|A water resistant permanent antistatic thermoplastic composition contains about 100 parts by weight of a thermoplastic polymer, such as polycarbonate or a blend thereof, about 0.1 to about 10 parts by weight of an antistatic agent, and about 0.1 to about 10 parts by weight of a polysiloxane-polyether copolymer.|Water resistant permanent antistatic thermoplastic composition|B2|14|0.0|0
5781|3574154|4011780|7521666|utility|2009-04-21|The present invention provides a multi-cavity Fabry-Perot ambient light filter apparatus. The multi-cavity Fabry-Perot ambient light filter apparatus comprises a plurality of Fabry-Perot cavities, each of the plurality of Fabry-Perot cavities covering one of a plurality of photodiodes; wherein each of the plurality of Fabry-Perot cavities has two partially reflective layers and one interferometric layer sandwiching between the two partially reflective layers, and shares one of the two partially reflective layers with a neighboring Fabry-Perot cavity and thereby stair stacking with the neighboring Fabry-Perot cavity. The plurality of Fabry-Perot cavities are capable of blocking the ambient light except for a wavelength spectrum that is recognizable for human eyes, thereby effectively accomplishes excellent IR blocking from non-visible light spectra.|Multi-cavity Fabry-Perot ambient light filter apparatus|B2|20|0.0|0
10803|340576|7142930|RE46655|reissue|2018-01-02|A whirlpool foot bath for a pedicure chair having a housing with a removable cap and a rotor and stator magnetic motor within the housing. Water in the bath is circulated through an inlet in the cap and out through at least one outlet in the cap. A method of use is described.|Water jet mechanism for whirlpool effect in pedicures or other applications|E1|71|0.0|1
10801|276413|6444112|9967380|utility|2018-05-08|A communication system including a hard of hearing user's captioned device, the captioned device including a display screen and a processor. The processor in the captioned device is configured to: establish communication with a hard of hearing user's phone device that is independent of the hard of hearing user's captioned device, receive a text communication originating at a relay, the text communication corresponding to a transcription of the hearing user's voice signal, and display a text caption corresponding to the text communication on the display of the hard of hearing user's captioned device.|System for text assisted telephony|B2|63|0.0|1
7526|530843|968469|4461773|utility|1984-07-24| Novel p-oxooxazolidinylbenzene compounds, such as l-4-[5-(hydroxymethyl)-2-oxooxazolidin-3-yl]- benzenesulfonamide, are useful as antibacterial agents. |P-Oxooxazolidinylbenzene compounds as antibacterial agents|A|28|0.0|0
9869|654567|5761636|9280277|utility|2016-03-08|A smart phone like gesture based interface for controlling weapon mounted system is disclosed. In one embodiment, a gesture input is detected via the gesture based interface. One or more inputs and/or one or more outputs associated with the detected gesture interface is then identified. The weapon mounted system is then controlled based on the identified one or more inputs and/or one or more outputs.|Smart phone like gesture interface for weapon mounted systems|B2|18|0.0|0
2541|4650178|5087804|8602288|utility|2013-12-10|A surgical tool for use with a robotic system includes an end effector comprising at least one component portion selectively movable between first and second positions and a shaft including an axially movable portion in operable communication with the at least one selectively movable component portion and a rotatably movable portion in operable engagement with the axially movable portion. An initial rotation of the rotatably movable portion causes the axially movable portion to move the selectively movable component portion from the first position into an intermediate position at a first rate. A subsequent rotation of the rotatably movable portion in a same direction causes the axially movable portion to move the selectively movable component portion from the intermediate position to the second position at a second rate different from the first rate.|Robotically-controlled motorized surgical end effector system with rotary actuated closure systems having variable actuation speeds|B2|11|0.0|1
3329|3094100|3531726|7039435|utility|2006-05-02|A proximity regulation system for use with a portable cell phone and a method of operating the same. In one embodiment, the proximity regulation system includes a location sensing subsystem that is configured to determine a location of the portable cell phone proximate a user. A power governing subsystem is coupled to the location sensing subsystem and configured to determine a proximity transmit power level of the portable cell phone based on the location.|Proximity regulation system for use with a portable cell phone and a method of operation thereof|B2|9|0.0|1
9015|777|5107846|8622441|utility|2014-01-07|A disclosed device for creating an item consisting of a series of links includes at least two posts spaced part from each other in a first direction with each of the posts including a first arm and a second arm and an access slot.|Hand held link making device and kit|B1|16|0.0|1
1034|4279416|4717042|8229774|utility|2012-07-24|This invention relates to an electronic means by which people can select the exact seat or seats they want for any type of event or reserve an appointment for any activity. More specifically, a customer or a ticket re-seller or a venue operator can go, for example, to the internet and select the event or activity for which he wants a ticket or tickets or reserve a time and reserve and order the exact seat or seats or the time of his choosing directly online. The seat or seats or reserved time he selects is then removed from the inventory for that activity or event and made not available for any other buyer and such is so indicated by a graphical representation or other such indicator on the online map or picture representing availability of seating or time for that event.|System and method for arbitrating the selection and reserving of airline seats|B2|8|0.0|1
1905|4085802|4523428|8035417|utility|2011-10-11|An output buffer circuit has a variable output drive strength, depending on a buffer enable signal. Multiple output buffer circuits have a variable combined output drive strength, depending on a set of buffer enable signals.|Output buffer circuit with variable drive strength|B1|18|0.0|1
693|2127502|2565128|6069507|utility|2000-05-30| A digital delay lock loop (DLL) circuit for clock signals with reduced delay line length includes a first phase difference detector for detecting a first phase difference, and a second phase difference detector for detecting a second phase difference. The circuit further includes an inverter for inverting an input clock signal, and a switch controlled by the second phase difference detector for switching between the input clock signal and the inverted input clock signal in accordance with the second phase difference to provide a clock signal to the first phase difference detector. In a method aspect, a method for reducing delay line length in a digital delay locked loop (DLL) includes determining a phase difference between an input clock signal and a feedback clock signal, and maintaining the phase difference between the input clock signal and the feedback clock signal within approximately 180.degree.. The method also includes delaying the input clock signal to compensate for the phase difference, wherein a number of delay cells utilized is reduced by approximately one-half. |Circuit and method for reducing delay line length in delay-locked loops|A|16|0.0|1
1057|3548768|3986394|7496178|utility|2009-02-24|Portable x-ray devices and methods for using such devices are described. The devices have an x-ray tube powered by an integrated power system. The x-ray tube is shielded with a low-density insulating material containing a high-Z substance. The devices can also have an integrated display component. With these components, the size and weight of the x-ray devices can be reduced, and the portability of the devices enhanced. Thus, the portable x-ray devices are especially useful for applications where portability is an important feature such as in field work, remote operations, and mobile operations such nursing homes, home healthcare, teaching classrooms. This portability feature can be particularly useful in multi-suite medical and dental offices where a single x-ray device can be used in multiple offices instead of single using an x-ray device in each office.|Portable x-ray device|B2|24|0.0|1
2668|2438245|2875871|6381211|utility|2002-04-30|The present invention provides a transmission controller and method for processing data items to be transmitted over a wireless link connecting a central terminal and a subscriber terminal of a wireless telecommunications system, a single frequency channel being employed for transmitting data items pertaining to a plurality of wireless links. The transmission controller comprises an orthogonal code generator for providing an orthogonal code from a set of &#8216;m&#8217; orthogonal codes used to create &#8216;m&#8217; orthogonal channels within the single frequency channel, and a first encoder for combining a data item to be transmitted on the single frequency channel with said orthogonal code from the orthogonal code generator, the orthogonal code determining the orthogonal channel over which the data item is transmitted, whereby data items pertaining to different wireless links may be transmitted simultaneously within different orthogonal channels of said single frequency channel. Further, the transmission controller comprises a TDM encoder arranged to apply time division multiplexing (TDM) techniques to the data item in order to insert the data item within a time slot of the orthogonal channel, whereby a plurality of data items relating to different wireless links may be transmitted within the same orthogonal channel during a predetermined frame period. The invention also provides a reception controller and method for processing data items received over a wireless link.|Processing data transmitted and received over a wireless link connecting a central terminal and a subscriber terminal of a wireless telecommunications system|B1|10|0.0|1
2996|2632370|3069996|6576063|utility|2003-06-10|An apparatus for use in manufacturing a semiconductor device allows one or more substrates treated substantially free of the metal particles released from the chamber wall and the high energy particles emitted from the plasma and also allows them to uniformly heated to a relatively high temperature. The apparatus comprises a reaction chamber wherein one or more substrates to be treated are disposed, a plasma source arranged outside of and in proximity to the reaction chamber, an active species supply port for providing active species generated by the plasma source to the reaction chamber and arranged at a side of the reaction chamber and an exhaust port provided at the opposite side to the active species supply port. The active species flows parallel to the surfaces of the substrates.|Apparatus and method for use in manufacturing a semiconductor device|B2|16|0.0|1
4467|1689207|2126833|5625592|utility|1997-04-29| There is provided a method of controlling data transmission lines of a semiconductor memory device which has a first pair of data transmission lines to which a sense amplifier and memory cells are connected, and a second pair of data transmission lines to which a read circuit and a write circuit are connected at an end of the second pair of the data transmission lines, which is connected to the first pair of data transmission lines via a column gate. The method includes a) shortcircuiting the second pair of data transmission lines for a first period when a read operation is carried out, and b) shortcircuiting the second pair of data transmission lines for a second period when a write operation is carried out, the second period being shorter than the first period. |Method and circuit for shortcircuiting data transfer lines and semiconductor memory device having the circuit|A|22|0.0|0
7711|337810|5444879|8961476|utility|2015-02-24|A device for protecting a user from a sharp tip of a medical needle includes a central body portion, a medical needle having a sharp tip, a pair of wings in attachment to the central body portion, and a mechanical fastener disposed on at least one of the wings. The mechanical fastener is configured to selectively attach the wings together with the medical needle positioned between the wings so as to protect a user from the sharp tip of the medical needle. In another embodiment, a sharp tip of a medical needle is withdrawn from a patient, a pair of wings with the medical needle positioned in between is closed, and the wings are fastened together with the medical needle positioned between the wings so as to protect a user from the sharp tip of the medical needle.|Sharps protector device for protecting a user from a sharp tip of a medical needle|B2|10|0.0|1
2433|4156880|4594506|8106748|utility|2012-01-31|A remote-controlled motion apparatus is controlled by a remote control apparatus. The remote control apparatus transmits a target motion signal by radio. The remote-controlled motion apparatus includes a communication module, an acceleration sensing module, a processing module and a driving module. The communication module receives the target motion signal from the remote control apparatus. The acceleration sensing module senses an acceleration of the remote-controlled motion apparatus to output an acceleration sensing signal. The processing module is coupled with the acceleration sensing module and the communication module, and processes the acceleration sensing signal and the target motion signal to output a driving control signal. The driving module is coupled with the processing module to receive the driving control signal, and adjusts the driving of the remote-controlled motion apparatus according to the driving control signal.|Remote-controlled motion apparatus with acceleration self-sense and remote control apparatus therefor|B2|12|0.0|1
1177|4087681|4525307|8037302|utility|2011-10-11|The method is for ensuring secure forwarding of a message is performed in a telecommunication network that has at least one terminal from which the message is sent and at least one other terminal to which the message is sent. One or more secure connections are established between different addresses of the first terminal and address of the other terminal. The connections define at least said addresses of the two terminals. When the first terminal moves from one address to another address, a secure connection, which endpoints are the new address of the first terminal and the address of the other terminal, is registered to be at least one of the active connections.|Method and system for ensuring secure forwarding of messages|B2|16|0.0|1
5789|540965|978591|4471912|utility|1984-09-18| A nozzle attachment connected to the end of a garden hose for emitting a big, soft bubble of water suitable for gently and copiously watering anything in the backyard vegetable and flower gardens, even small lawns. The attachment includes a control valve operable to reduce the bubble size to accommodate the watering of potted plants like a small spouted watering can; or the control valve can be opened wide to produce large drops like rain falling gently of its own weight with a capacity of more than four gallons per minute, and unlike a sprinkling or watering can, it never runs dry. |Waterbubble nozzle|A|1|0.0|0
4746|669684|1107310|4600780|utility|1986-07-15| New N-cyano-formamidine are disclosed of the formula I: ##STR1## wherein R is 2-[[(5-methyl-1H-Imidazol-4-yl)methyl]thio]ethyl, 2-[[[5-[dimethylamino)methyl]-2-furanyl]methyl]thio]ethyl, 2-[[[2-[(aminoiminomethyl)amino]-4-thiazolyl]methyl]thio]ethyl or 3-[3-(1-piperidinylmethyl)phenoxy]propyl, as well as a process for its production, and pharmaceutical preparations containing the same. The compounds possess histamine--induced gastric acid secretion--inhibiting activity, and are indicated for use in the treatment of peptic ulcer and other pathologies caused or stimulated by gastric acidity. |N-cyano-formamidines|A|5|0.0|0
5078|3453224|3890850|7400141|utility|2008-07-15|A magnetic type angle sensor includes a rotary body having a first sensed part provided on a circumferential surface thereof with projecting parts and recessed parts at equal intervals in a circumferential direction thereof and a second sensed part provided on a circumferential surface thereof with a projecting parts at just one location, and a magnetic sensing device for sensing a change in a magnetic field along with rotation of the rotary body. The rotary body is formed with a plurality of projecting parts and recessed parts in a gear shape by gear cutting on the circumferential surface, then is cut with a groove at the center thereof in the axial direction thereof and has all projecting parts in a half section in the axial direction thereof cut off except for one.|Magnetic type angle sensor|B2|1|0.0|0
8860|393630|5500699|9017680|utility|2015-04-28|Methods of treating disorders in which TNFα activity is detrimental via biweekly, subcutaneous administration of human antibodies, preferably recombinant human antibodies, that specifically bind to human tumor necrosis factor α (hTNFα) are disclosed. The antibody may be administered with or without methotrexate. These antibodies have high affinity for hTNFα (e.g., Kd=10−8 M or less), a slow off rate for hTNFα dissociation (e.g., Koff=10−3 sec−1 or less) and neutralize hTNFα activity in vitro and in vivo. An antibody of the invention can be a full-length antibody or an antigen-binding portion thereof. Kits containing a pharmaceutical composition and instructions for dosing, and preloaded syringes containing pharmaceutical compositions are also encompassed by the invention.|Methods of administering anti-TNFα antibodies|B2|4|0.0|1
4724|2803167|3240793|6747395|utility|2004-06-08|A piezoelectric loudspeaker includes: a piezoelectric vibrator including a diaphragm and a piezoelectric member provided on at least one face of the diaphragm, the diaphragm being vibrated by the piezoelectric member; a frame for supporting the piezoelectric vibrator; and a visco-elastic member provided on at least one face of the piezoelectric vibrator. The visco-elastic member is disposed in a substantial center of the piezoelectric vibrator. The visco-elastic member has a bottom face area which accounts for about 11% to about 80% of a bottom face area of the diaphragm.|Piezoelectric loudspeaker|B1|17|0.0|0
3131|3972214|4409840|7921356|utility|2011-04-05|A method, system and computer readable medium for providing for providing a function item, such as a key, button, icon, or menu, tied to a user operation in a computer, whereby a single click on the function item in a window or program on a computer screen, or one single selection in a menu in a program, initiates retrieval of name and addresses and/or other person or company related information, while the user works simultaneously in another program, e.g., a word processor. The click on the function item initiates a program connected to the button to search a database or file available on or through the computer, containing the person, company or address related data, in order to look up data corresponding to what the user types, or partly typed, e.g., name and/or address in the word processor, the correct data from the database, data related to the typed data, e.g., the name of the person, company, or the traditional or electronic address, or other person, or company, or address related data, and alternatively the persons, companies, or addresses, are displayed and possibly entered into the word processor, if such related data exists.|Method, system and computer readable medium for addressing handling from a computer program|B2|20|0.0|1
2176|2945319|3382945|6890113|utility|2005-05-10|The present invention relates to a tape printing system for printing an image on an image receiving tape comprising means for receiving a supply of image receiving tape; means for generating a plurality of labels from a data source, said generating means comprising means for receiving said data, means for processing said data to identify individual label data to be printed on said plurality of labels and means for generating label date from the identified individual label data; and means for printing said plurality of labels.|Tape printers|B2|22|0.0|1
290|4581926|5019552|8533744|utility|2013-09-10|An apparatus, system, and method are disclosed for managing policies on a computer having a foreign operating system. Policies may specify hardware or software configuration information. Policies on a first computer with a native operating system are translated into configuration information usable on a second computer having a foreign operating system. In an embodiment, a translator manager manages the association between the policy on the first computer and the translator on the second computer. Computer management complexity and information technology management costs are reduced by centralizing computer management on the native operating system. Further reductions in management complexity are realized when the present invention is used in conjunction with network directory services.|Systems and methods for managing policies on a computer|B2|3|0.0|1
9278|546861|5653930|9171929|utility|2015-10-27|An exemplary structure for a field effect transistor (FET) comprises a silicon substrate comprising a first surface; a channel portion over the first surface, wherein the channel portion has a second surface at a first height above the first surface, and a length parallel to first surface; and two source/drain (S/D) regions on the first surface and surrounding the channel portion along the length of the channel portion, wherein the two S/D regions comprise SiGe, Ge, Si, SiC, GeSn, SiGeSn, SiSn, or III-V material.|Strained structure of semiconductor device and method of making the strained structure|B2|20|0.0|0
4340|4839229|6646338|D412777|design|1999-08-17||Shoe sole|S|1|0.0|0
1838|1817192|2254818|5755725|utility|1998-05-26| Computer-assisted microsurgery equipment, of the type including an articulated tool support, with one of the ends being integral with a fixed reference system R.sub.c. The system comprises cameras for determining the tool coordinates in said fixed reference system R.sub.c, and an image data base wherein are recorded images from an imaging system in the image reference system R.sub.i. The inventions characterized by having at least two sensors integral with the fixed reference system R.sub.c supplying an electrical signal depending on the patient reference position R.sub.p in the fixed reference system R.sub.c, and a computer for matching the tool reference system R.sub.o with the patient reference system R.sub.p and the image reference system R.sub.i according to data from the bidimensional sensor, cameras for determining the coordinates of the tool in the fixed reference system R.sub.c and data from the image base. The computer supplies a signal for displaying the position of the tool in the image reference system R.sub.i on a monitor and for controlling the position and shifting of said tool as a function of the control signals from the control unit. |Computer-assisted microsurgery methods and equipment|A|11|0.0|1
4777|1043214|1480840|4974851|utility|1990-12-04| A method and apparatus for registering a point of impact of a ball against a surface of a hitting implement. A multilayered impact indicator is releasably affixed to the striking surface of the implement. Each of the layers of the indicator have identical indicia on them. The top and bottom layers of the indicator cooperate in a carbonless fashion such that when the ball impacts on the top layer, the impact is communicated to and registered on at least the second layer. The indicia on the top layers is arranged to be in corresponding alignment with the same indicia on the bottom layer. The indicia includes a centrally outlined or dispositioned target area or portion. The target is surrounded by other indicia indicating the closeness of the impact to the target. |Golf club impact making device and method|A|4|0.0|0
7355|1811051|2248677|5749480|utility|1998-05-12| A display rack for supporting a shelf-like member in a range of inclinations includes upright, generally vertically oriented support members, each defining a longitudinal axis and each having at least two spaced apart support pegs extending therefrom, generally transverse to the longitudinal axis. A support bracket defining a mounting plane and mountable to the shelf-like member and the support member includes an arcuate portion and a straight portion contiguous therewith defining an open central region. The straight portion defines a central notch therein, and the arcuate portion defines a plurality of spaced apart, circumferential, radially oriented notches formed therein contiguous with the open central region. The bracket is engageable with the support pegs such that a lower one of the support pegs engages the central notch and an upper one of the support peg engages a selected one of the radially oriented notches to orient the shelf-like member at a selected orientation. The system is configured such that successive engagement of the upper support peg with each of the radially oriented notches defines a range of inclinations of the shelf-like member relative to the longitudinal axis of the support member of about 180.degree.. |Pivotal display rack|A|10|0.0|0
